signal_id,symbol,target_signal_dt,confidence,Open_t-10,Close_t-10,High_t-10,Low_t-10,Volume_t-10,Open_t-9,Close_t-9,High_t-9,Low_t-9,Volume_t-9,Open_t-8,Close_t-8,High_t-8,Low_t-8,Volume_t-8,Open_t-7,Close_t-7,High_t-7,Low_t-7,Volume_t-7,Open_t-6,Close_t-6,High_t-6,Low_t-6,Volume_t-6,Open_t-5,Close_t-5,High_t-5,Low_t-5,Volume_t-5,Open_t-4,Close_t-4,High_t-4,Low_t-4,Volume_t-4,Open_t-3,Close_t-3,High_t-3,Low_t-3,Volume_t-3,Open_t-2,Close_t-2,High_t-2,Low_t-2,Volume_t-2,Open_t-1,Close_t-1,High_t-1,Low_t-1,Volume_t-1
ADANIENSOL_20260417_1100,ADANIENSOL,2026-04-17 11:00:00,high,1228.949951171875,1230.25,1230.550048828125,1228.5999755859375,11835.0,1230.25,1236.8499755859375,1236.949951171875,1230.25,31955.0,1236.3499755859375,1252.75,1255.1500244140625,1236.3499755859375,244926.0,1253.1500244140625,1256.199951171875,1257.0,1251.3499755859375,176614.0,1256.1500244140625,1255.3499755859375,1259.699951171875,1249.4000244140625,691978.0,1255.75,1258.8499755859375,1261.8499755859375,1252.699951171875,707234.0,1258.5,1259.199951171875,1260.0,1254.25,183296.0,1259.5999755859375,1257.800048828125,1262.0,1253.9000244140625,395583.0,1259.0999755859375,1259.4000244140625,1262.0999755859375,1253.6500244140625,212941.0,1259.9000244140625,1259.800048828125,1266.0,1249.949951171875,331963.0
HAVELLS_20260507_0945,HAVELLS,2026-05-07 09:45:00,high,1268.199951171875,1267.800048828125,1269.199951171875,1265.0,23459.0,1268.0,1264.0,1268.0,1262.4000244140625,22028.0,1264.0999755859375,1265.800048828125,1267.0999755859375,1263.699951171875,15492.0,1265.800048828125,1266.300048828125,1266.800048828125,1264.0,22116.0,1266.300048828125,1265.800048828125,1267.0999755859375,1265.300048828125,38169.0,1265.300048828125,1264.699951171875,1265.5,1263.0999755859375,20647.0,1265.199951171875,1265.9000244140625,1267.4000244140625,1263.699951171875,24696.0,1265.699951171875,1267.0,1268.0,1265.4000244140625,27930.0,1267.5999755859375,1267.0,1269.5,1264.9000244140625,78155.0,1267.0999755859375,1270.0,1272.5999755859375,1267.0,128888.0
TATASTEEL_20260507_1015,TATASTEEL,2026-05-07 10:15:00,high,217.6199951171875,217.1999969482422,217.94000244140625,216.9600067138672,388310.0,217.14999389648438,216.8300018310547,217.24000549316406,216.36000061035156,477339.0,216.8300018310547,217.17999267578125,217.3800048828125,216.77000427246094,625061.0,217.1699981689453,217.3000030517578,217.3000030517578,217.10000610351562,331102.0,217.25,217.42999267578125,217.5,216.9499969482422,647945.0,217.32000732421875,217.5800018310547,217.67999267578125,217.1999969482422,609920.0,217.5800018310547,217.3000030517578,217.5800018310547,217.14999389648438,764341.0,217.3000030517578,217.02999877929688,217.35000610351562,216.8000030517578,689829.0,217.14999389648438,216.94000244140625,217.4499969482422,216.8300018310547,1833718.0,216.9600067138672,217.10000610351562,217.49000549316406,216.86000061035156,1682031.0
POLYCAB_20260507_1200,POLYCAB,2026-05-07 12:00:00,high,8969.0,8957.0,8974.5,8951.0,26678.0,8957.0,8962.5,8979.0,8945.0,24545.0,8962.5,8979.0,8987.0,8962.5,35487.0,8977.0,8916.0,8977.0,8892.5,100329.0,8915.0,8929.5,8945.0,8915.0,46276.0,8929.0,8957.0,8957.0,8927.5,35572.0,8955.0,8959.0,8968.5,8955.0,43330.0,8959.5,8970.5,8975.0,8950.0,45765.0,8970.0,8996.0,9000.0,8964.5,95282.0,8995.5,9033.0,9048.5,8994.0,129470.0
TATASTEEL_20260508_1031,TATASTEEL,2026-05-08 10:31:00,high,215.61000061035156,215.6300048828125,215.75999450683594,215.11000061035156,346755.0,215.6300048828125,215.99000549316406,215.99000549316406,215.47000122070312,213568.0,215.97999572753906,215.07000732421875,216.0,214.7899932861328,577268.0,215.10000610351562,214.52999877929688,215.1999969482422,214.3300018310547,467289.0,214.52000427246094,214.57000732421875,214.85000610351562,214.4600067138672,301535.0,214.52000427246094,215.00999450683594,215.0500030517578,214.49000549316406,534420.0,215.0,215.3800048828125,215.5,214.9199981689453,388378.0,215.3800048828125,215.05999755859375,215.39999389648438,214.9499969482422,471132.0,215.1300048828125,214.4499969482422,215.1300048828125,214.3000030517578,1012912.0,214.4600067138672,214.5,214.67999267578125,214.27999877929688,1507766.0
HAVELLS_20260508_1030,HAVELLS,2026-05-08 10:30:00,high,1258.5,1262.800048828125,1262.800048828125,1257.5999755859375,26467.0,1262.300048828125,1265.0999755859375,1265.9000244140625,1261.9000244140625,36734.0,1264.300048828125,1261.9000244140625,1264.9000244140625,1261.800048828125,17175.0,1262.4000244140625,1258.800048828125,1262.5999755859375,1258.0999755859375,26269.0,1258.199951171875,1260.800048828125,1262.800048828125,1257.699951171875,22757.0,1260.5,1259.0,1260.699951171875,1257.9000244140625,19167.0,1259.0999755859375,1260.0,1261.800048828125,1259.0,30367.0,1259.9000244140625,1259.5,1263.4000244140625,1259.300048828125,14881.0,1259.0999755859375,1255.0999755859375,1259.0999755859375,1255.0999755859375,44887.0,1255.4000244140625,1253.0,1257.0999755859375,1252.4000244140625,68003.0
POLYCAB_20260508_1015,POLYCAB,2026-05-08 10:15:00,high,9117.0,9114.0,9124.5,9111.0,10653.0,9114.0,9126.5,9127.5,9105.0,9123.0,9124.0,9121.5,9125.0,9106.0,10319.0,9121.5,9119.5,9130.0,9117.0,4613.0,9119.5,9113.5,9123.5,9103.0,19992.0,9111.0,9096.0,9118.0,9081.0,19912.0,9093.5,9122.5,9135.0,9091.5,24131.0,9122.5,9112.5,9129.0,9108.5,22543.0,9111.5,9075.0,9111.5,9072.5,36743.0,9072.5,9083.0,9095.0,9067.0,49985.0
DLF_20260508_0945,DLF,2026-05-08 09:45:00,high,608.6500244140625,609.2999877929688,609.4500122070312,608.4500122070312,39786.0,609.2999877929688,611.0,611.2000122070312,609.0,49168.0,611.25,610.0999755859375,611.4000244140625,609.4500122070312,41697.0,610.0999755859375,608.5999755859375,610.2000122070312,608.4500122070312,40605.0,608.5499877929688,610.2000122070312,610.7000122070312,608.4500122070312,40598.0,610.2000122070312,609.0,610.3499755859375,608.4000244140625,122663.0,609.1500244140625,612.4000244140625,612.75,609.1500244140625,123559.0,612.5,610.9500122070312,612.7000122070312,610.7000122070312,121982.0,610.7999877929688,608.5499877929688,610.7999877929688,608.0999755859375,201553.0,608.3499755859375,606.0,609.2000122070312,606.0,222213.0
ADANIENSOL_20260508_0937,ADANIENSOL,2026-05-08 09:37:00,high,1366.800048828125,1368.199951171875,1372.0,1364.0,115031.0,1367.5999755859375,1365.699951171875,1367.800048828125,1364.0,84579.0,1365.5,1366.5999755859375,1370.0999755859375,1364.800048828125,94289.0,1366.0,1361.199951171875,1366.699951171875,1360.0999755859375,124617.0,1361.0,1365.699951171875,1367.199951171875,1357.300048828125,108477.0,1365.0,1363.5,1365.0,1359.4000244140625,127151.0,1363.5,1360.800048828125,1365.0,1358.300048828125,94407.0,1361.4000244140625,1364.699951171875,1368.4000244140625,1361.4000244140625,161433.0,1364.699951171875,1361.9000244140625,1364.9000244140625,1360.0,163922.0,1361.0999755859375,1355.0999755859375,1361.0999755859375,1353.4000244140625,194728.0
DLF_20260508_1145,DLF,2026-05-08 11:45:00,medium,608.6500244140625,609.2999877929688,609.4500122070312,608.4500122070312,39786.0,609.2999877929688,611.0,611.2000122070312,609.0,49168.0,611.25,610.0999755859375,611.4000244140625,609.4500122070312,41697.0,610.0999755859375,608.5999755859375,610.2000122070312,608.4500122070312,40605.0,608.5499877929688,610.2000122070312,610.7000122070312,608.4500122070312,40598.0,610.2000122070312,609.0,610.3499755859375,608.4000244140625,122663.0,609.1500244140625,612.4000244140625,612.75,609.1500244140625,123559.0,612.5,610.9500122070312,612.7000122070312,610.7000122070312,121982.0,610.7999877929688,608.5499877929688,610.7999877929688,608.0999755859375,201553.0,608.3499755859375,606.0,609.2000122070312,606.0,222213.0
